order_details_id,order_id,order_date,order_time,item_id,Hour,Weekday,Weeknumber,Day,Month
38,15,01-01-2023,1.33.00 PM,121,13,Sunday,1,1,January
39,15,01-01-2023,1.33.00 PM,114,13,Sunday,1,1,January
40,16,01-01-2023,1.34.07 PM,125,13,Sunday,1,1,January
41,16,01-01-2023,1.34.07 PM,111,13,Sunday,1,1,January
42,16,01-01-2023,1.34.07 PM,106,13,Sunday,1,1,January
43,17,01-01-2023,1.53.00 PM,101,13,Sunday,1,1,January
44,17,01-01-2023,1.53.00 PM,116,13,Sunday,1,1,January
45,17,01-01-2023,1.53.00 PM,124,13,Sunday,1,1,January
46,17,01-01-2023,1.53.00 PM,125,13,Sunday,1,1,January
47,17,01-01-2023,1.53.00 PM,117,13,Sunday,1,1,January
48,17,01-01-2023,1.53.00 PM,127,13,Sunday,1,1,January
49,17,01-01-2023,1.53.00 PM,128,13,Sunday,1,1,January
50,17,01-01-2023,1.53.00 PM,129,13,Sunday,1,1,January
51,17,01-01-2023,1.53.00 PM,118,13,Sunday,1,1,January
52,17,01-01-2023,1.53.00 PM,131,13,Sunday,1,1,January
53,18,01-01-2023,1.57.08 PM,111,13,Sunday,1,1,January
54,19,01-01-2023,1.59.09 PM,110,13,Sunday,1,1,January
55,19,01-01-2023,1.59.09 PM,120,13,Sunday,1,1,January
56,20,01-01-2023,2.03.08 PM,107,14,Sunday,1,1,January
57,20,01-01-2023,2.03.08 PM,124,14,Sunday,1,1,January
58,21,01-01-2023,2.14.29 PM,110,14,Sunday,1,1,January
59,22,01-01-2023,2.16.26 PM,124,14,Sunday,1,1,January
60,22,01-01-2023,2.16.26 PM,110,14,Sunday,1,1,January
61,22,01-01-2023,2.16.26 PM,105,14,Sunday,1,1,January
62,23,01-01-2023,2.19.03 PM,105,14,Sunday,1,1,January
63,24,01-01-2023,2.23.01 PM,101,14,Sunday,1,1,January
64,24,01-01-2023,2.23.01 PM,110,14,Sunday,1,1,January
65,24,01-01-2023,2.23.01 PM,113,14,Sunday,1,1,January
66,24,01-01-2023,2.23.01 PM,119,14,Sunday,1,1,January
67,25,01-01-2023,2.44.44 PM,120,14,Sunday,1,1,January
68,25,01-01-2023,2.44.44 PM,106,14,Sunday,1,1,January
69,26,01-01-2023,2.54.26 PM,108,14,Sunday,1,1,January
70,26,01-01-2023,2.54.26 PM,132,14,Sunday,1,1,January
71,27,01-01-2023,3.11.17 PM,101,15,Sunday,1,1,January
72,27,01-01-2023,3.11.17 PM,108,15,Sunday,1,1,January
73,27,01-01-2023,3.11.17 PM,131,15,Sunday,1,1,January
74,28,01-01-2023,3.35.46 PM,103,15,Sunday,1,1,January
75,29,01-01-2023,3.41.01 PM,126,15,Sunday,1,1,January
76,30,01-01-2023,3.41.25 PM,106,15,Sunday,1,1,January
77,31,01-01-2023,3.50.18 PM,129,15,Sunday,1,1,January
78,31,01-01-2023,3.50.18 PM,113,15,Sunday,1,1,January
79,32,01-01-2023,3.53.18 PM,107,15,Sunday,1,1,January
80,32,01-01-2023,3.53.18 PM,126,15,Sunday,1,1,January
81,32,01-01-2023,3.53.18 PM,110,15,Sunday,1,1,January
82,32,01-01-2023,3.53.18 PM,117,15,Sunday,1,1,January
83,33,01-01-2023,3.54.08 PM,101,15,Sunday,1,1,January
84,33,01-01-2023,3.54.08 PM,126,15,Sunday,1,1,January
85,34,01-01-2023,4.21.21 PM,114,16,Sunday,1,1,January
86,35,01-01-2023,4.32.04 PM,126,16,Sunday,1,1,January
87,35,01-01-2023,4.32.04 PM,112,16,Sunday,1,1,January
88,35,01-01-2023,4.32.04 PM,113,16,Sunday,1,1,January
89,35,01-01-2023,4.32.04 PM,106,16,Sunday,1,1,January
90,36,01-01-2023,4.54.09 PM,101,16,Sunday,1,1,January
91,36,01-01-2023,4.54.09 PM,108,16,Sunday,1,1,January
92,37,01-01-2023,4.56.09 PM,117,16,Sunday,1,1,January
93,37,01-01-2023,4.56.09 PM,129,16,Sunday,1,1,January
94,38,01-01-2023,5.03.00 PM,109,17,Sunday,1,1,January
95,38,01-01-2023,5.03.00 PM,110,17,Sunday,1,1,January
96,39,01-01-2023,5.07.23 PM,117,17,Sunday,1,1,January
97,40,01-01-2023,5.14.36 PM,125,17,Sunday,1,1,January
98,40,01-01-2023,5.14.36 PM,105,17,Sunday,1,1,January
99,41,01-01-2023,5.15.20 PM,125,17,Sunday,1,1,January
100,41,01-01-2023,5.15.20 PM,126,17,Sunday,1,1,January
101,42,01-01-2023,5.28.09 PM,107,17,Sunday,1,1,January
102,42,01-01-2023,5.28.09 PM,124,17,Sunday,1,1,January
103,42,01-01-2023,5.28.09 PM,129,17,Sunday,1,1,January
104,42,01-01-2023,5.28.09 PM,118,17,Sunday,1,1,January
105,43,01-01-2023,5.38.34 PM,103,17,Sunday,1,1,January
106,43,01-01-2023,5.38.34 PM,117,17,Sunday,1,1,January
107,43,01-01-2023,5.38.34 PM,118,17,Sunday,1,1,January
108,44,01-01-2023,5.54.20 PM,130,17,Sunday,1,1,January
109,45,01-01-2023,5.55.48 PM,125,17,Sunday,1,1,January
110,45,01-01-2023,5.55.48 PM,109,17,Sunday,1,1,January
111,45,01-01-2023,5.55.48 PM,106,17,Sunday,1,1,January
112,46,01-01-2023,6.25.51 PM,104,18,Sunday,1,1,January
113,46,01-01-2023,6.25.51 PM,108,18,Sunday,1,1,January
114,46,01-01-2023,6.25.51 PM,106,18,Sunday,1,1,January
115,47,01-01-2023,6.26.34 PM,105,18,Sunday,1,1,January
116,47,01-01-2023,6.26.34 PM,132,18,Sunday,1,1,January
117,48,01-01-2023,6.26.42 PM,104,18,Sunday,1,1,January
118,48,01-01-2023,6.26.42 PM,126,18,Sunday,1,1,January
119,48,01-01-2023,6.26.42 PM,119,18,Sunday,1,1,January
120,48,01-01-2023,6.26.42 PM,122,18,Sunday,1,1,January
121,49,01-01-2023,6.33.00 PM,120,18,Sunday,1,1,January
122,50,01-01-2023,6.41.01 PM,NULL,18,Sunday,1,1,January
123,51,01-01-2023,6.48.28 PM,101,18,Sunday,1,1,January
124,51,01-01-2023,6.48.28 PM,112,18,Sunday,1,1,January
125,52,01-01-2023,6.53.02 PM,109,18,Sunday,1,1,January
126,52,01-01-2023,6.53.02 PM,129,18,Sunday,1,1,January
127,52,01-01-2023,6.53.02 PM,122,18,Sunday,1,1,January
128,53,01-01-2023,6.54.17 PM,112,18,Sunday,1,1,January
129,53,01-01-2023,6.54.17 PM,123,18,Sunday,1,1,January
130,54,01-01-2023,7.01.45 PM,119,19,Sunday,1,1,January
131,54,01-01-2023,7.01.45 PM,106,19,Sunday,1,1,January
132,55,01-01-2023,7.03.19 PM,118,19,Sunday,1,1,January
133,55,01-01-2023,7.03.19 PM,122,19,Sunday,1,1,January
134,56,01-01-2023,7.07.00 PM,108,19,Sunday,1,1,January
135,56,01-01-2023,7.07.00 PM,128,19,Sunday,1,1,January
136,56,01-01-2023,7.07.00 PM,105,19,Sunday,1,1,January
137,57,01-01-2023,7.10.51 PM,108,19,Sunday,1,1,January
138,58,01-01-2023,7.30.40 PM,124,19,Sunday,1,1,January
139,58,01-01-2023,7.30.40 PM,113,19,Sunday,1,1,January
140,59,01-01-2023,7.40.08 PM,127,19,Sunday,1,1,January
141,59,01-01-2023,7.40.08 PM,112,19,Sunday,1,1,January
142,59,01-01-2023,7.40.08 PM,113,19,Sunday,1,1,January
143,60,01-01-2023,8.05.16 PM,104,20,Sunday,1,1,January
144,60,01-01-2023,8.05.16 PM,125,20,Sunday,1,1,January
145,61,01-01-2023,8.08.43 PM,101,20,Sunday,1,1,January
146,61,01-01-2023,8.08.43 PM,117,20,Sunday,1,1,January
147,62,01-01-2023,8.50.16 PM,101,20,Sunday,1,1,January
148,62,01-01-2023,8.50.16 PM,123,20,Sunday,1,1,January
149,63,01-01-2023,8.51.42 PM,112,20,Sunday,1,1,January
150,64,01-01-2023,8.52.08 PM,107,20,Sunday,1,1,January
151,65,01-01-2023,9.16.00 PM,112,21,Sunday,1,1,January
152,65,01-01-2023,9.16.00 PM,120,21,Sunday,1,1,January
153,65,01-01-2023,9.16.00 PM,122,21,Sunday,1,1,January
154,65,01-01-2023,9.16.00 PM,123,21,Sunday,1,1,January
155,66,01-01-2023,9.47.55 PM,108,21,Sunday,1,1,January
156,66,01-01-2023,9.47.55 PM,110,21,Sunday,1,1,January
157,67,01-01-2023,10.03.40 PM,105,22,Sunday,1,1,January
158,68,01-01-2023,10.07.32 PM,108,22,Sunday,1,1,January
159,68,01-01-2023,10.07.32 PM,117,22,Sunday,1,1,January
160,68,01-01-2023,10.07.32 PM,117,22,Sunday,1,1,January
161,69,01-01-2023,10.12.13 PM,101,22,Sunday,1,1,January
162,70,02-01-2023,11.38.51 AM,127,11,Monday,1,2,January
163,70,02-01-2023,11.38.51 AM,121,11,Monday,1,2,January
164,71,02-01-2023,11.40.50 AM,106,11,Monday,1,2,January
165,72,02-01-2023,11.57.25 AM,131,11,Monday,1,2,January
166,73,02-01-2023,11.58.56 AM,106,11,Monday,1,2,January
167,74,02-01-2023,12.01.12 PM,124,12,Monday,1,2,January
168,74,02-01-2023,12.01.12 PM,129,12,Monday,1,2,January
169,74,02-01-2023,12.01.12 PM,130,12,Monday,1,2,January
170,74,02-01-2023,12.01.12 PM,123,12,Monday,1,2,January
171,75,02-01-2023,12.10.15 PM,117,12,Monday,1,2,January
172,75,02-01-2023,12.10.15 PM,128,12,Monday,1,2,January
173,75,02-01-2023,12.10.15 PM,111,12,Monday,1,2,January
174,76,02-01-2023,12.21.17 PM,107,12,Monday,1,2,January
175,76,02-01-2023,12.21.17 PM,109,12,Monday,1,2,January
176,76,02-01-2023,12.21.17 PM,127,12,Monday,1,2,January
177,76,02-01-2023,12.21.17 PM,122,12,Monday,1,2,January
178,77,02-01-2023,12.22.46 PM,101,12,Monday,1,2,January
179,77,02-01-2023,12.22.46 PM,109,12,Monday,1,2,January
180,78,02-01-2023,12.28.14 PM,107,12,Monday,1,2,January
181,78,02-01-2023,12.28.14 PM,108,12,Monday,1,2,January
182,78,02-01-2023,12.28.14 PM,125,12,Monday,1,2,January
183,78,02-01-2023,12.28.14 PM,110,12,Monday,1,2,January
184,78,02-01-2023,12.28.14 PM,122,12,Monday,1,2,January
185,78,02-01-2023,12.28.14 PM,106,12,Monday,1,2,January
186,79,02-01-2023,12.29.11 PM,110,12,Monday,1,2,January
187,79,02-01-2023,12.29.11 PM,112,12,Monday,1,2,January
188,79,02-01-2023,12.29.11 PM,106,12,Monday,1,2,January
189,80,02-01-2023,12.35.38 PM,113,12,Monday,1,2,January
190,80,02-01-2023,12.35.38 PM,106,12,Monday,1,2,January
191,81,02-01-2023,12.40.01 PM,106,12,Monday,1,2,January
192,82,02-01-2023,12.45.51 PM,107,12,Monday,1,2,January
193,82,02-01-2023,12.45.51 PM,102,12,Monday,1,2,January
194,82,02-01-2023,12.45.51 PM,122,12,Monday,1,2,January
195,82,02-01-2023,12.45.51 PM,132,12,Monday,1,2,January
196,83,02-01-2023,12.53.27 PM,105,12,Monday,1,2,January
197,84,02-01-2023,1.13.41 PM,113,13,Monday,1,2,January
198,85,02-01-2023,1.34.49 PM,108,13,Monday,1,2,January
199,85,02-01-2023,1.34.49 PM,108,13,Monday,1,2,January
200,85,02-01-2023,1.34.49 PM,117,13,Monday,1,2,January
201,85,02-01-2023,1.34.49 PM,114,13,Monday,1,2,January
202,86,02-01-2023,1.40.31 PM,109,13,Monday,1,2,January
203,87,02-01-2023,2.01.02 PM,110,14,Monday,1,2,January
204,87,02-01-2023,2.01.02 PM,129,14,Monday,1,2,January
205,87,02-01-2023,2.01.02 PM,123,14,Monday,1,2,January
206,87,02-01-2023,2.01.02 PM,123,14,Monday,1,2,January
207,88,02-01-2023,2.10.08 PM,124,14,Monday,1,2,January
208,89,02-01-2023,2.30.19 PM,121,14,Monday,1,2,January
209,89,02-01-2023,2.30.19 PM,106,14,Monday,1,2,January
210,90,02-01-2023,3.08.48 PM,120,15,Monday,1,2,January
211,90,02-01-2023,3.08.48 PM,106,15,Monday,1,2,January
212,91,02-01-2023,3.14.43 PM,101,15,Monday,1,2,January
213,91,02-01-2023,3.14.43 PM,104,15,Monday,1,2,January
214,91,02-01-2023,3.14.43 PM,113,15,Monday,1,2,January
215,92,02-01-2023,3.17.02 PM,101,15,Monday,1,2,January
216,92,02-01-2023,3.17.02 PM,117,15,Monday,1,2,January
217,92,02-01-2023,3.17.02 PM,117,15,Monday,1,2,January
218,92,02-01-2023,3.17.02 PM,127,15,Monday,1,2,January
219,92,02-01-2023,3.17.02 PM,113,15,Monday,1,2,January
220,92,02-01-2023,3.17.02 PM,118,15,Monday,1,2,January
221,92,02-01-2023,3.17.02 PM,131,15,Monday,1,2,January
222,92,02-01-2023,3.17.02 PM,123,15,Monday,1,2,January
223,92,02-01-2023,3.17.02 PM,114,15,Monday,1,2,January
224,93,02-01-2023,3.29.31 PM,120,15,Monday,1,2,January
225,94,02-01-2023,4.17.16 PM,110,16,Monday,1,2,January
226,94,02-01-2023,4.17.16 PM,105,16,Monday,1,2,January
227,95,02-01-2023,4.18.04 PM,111,16,Monday,1,2,January
228,95,02-01-2023,4.18.04 PM,118,16,Monday,1,2,January
229,96,02-01-2023,4.21.20 PM,111,16,Monday,1,2,January
230,97,02-01-2023,4.45.33 PM,107,16,Monday,1,2,January
231,98,02-01-2023,5.18.18 PM,108,17,Monday,1,2,January
232,98,02-01-2023,5.18.18 PM,111,17,Monday,1,2,January
233,99,02-01-2023,5.45.42 PM,117,17,Monday,1,2,January
234,100,02-01-2023,5.46.17 PM,109,17,Monday,1,2,January
235,101,02-01-2023,5.51.33 PM,102,17,Monday,1,2,January
236,101,02-01-2023,5.51.33 PM,113,17,Monday,1,2,January
237,101,02-01-2023,5.51.33 PM,121,17,Monday,1,2,January
238,101,02-01-2023,5.51.33 PM,122,17,Monday,1,2,January
239,102,02-01-2023,5.54.04 PM,101,17,Monday,1,2,January
240,102,02-01-2023,5.54.04 PM,119,17,Monday,1,2,January
241,103,02-01-2023,6.02.09 PM,123,18,Monday,1,2,January
242,104,02-01-2023,6.02.12 PM,101,18,Monday,1,2,January
243,104,02-01-2023,6.02.12 PM,103,18,Monday,1,2,January
244,104,02-01-2023,6.02.12 PM,127,18,Monday,1,2,January
245,104,02-01-2023,6.02.12 PM,132,18,Monday,1,2,January
246,105,02-01-2023,6.12.01 PM,109,18,Monday,1,2,January
247,105,02-01-2023,6.12.01 PM,113,18,Monday,1,2,January
248,105,02-01-2023,6.12.01 PM,119,18,Monday,1,2,January
249,106,02-01-2023,6.12.13 PM,129,18,Monday,1,2,January
250,106,02-01-2023,6.12.13 PM,122,18,Monday,1,2,January
251,107,02-01-2023,6.25.09 PM,102,18,Monday,1,2,January
252,107,02-01-2023,6.25.09 PM,117,18,Monday,1,2,January
253,107,02-01-2023,6.25.09 PM,122,18,Monday,1,2,January
254,107,02-01-2023,6.25.09 PM,132,18,Monday,1,2,January
255,108,02-01-2023,6.25.25 PM,108,18,Monday,1,2,January
256,108,02-01-2023,6.25.25 PM,109,18,Monday,1,2,January
257,108,02-01-2023,6.25.25 PM,123,18,Monday,1,2,January
258,109,02-01-2023,6.27.50 PM,110,18,Monday,1,2,January
259,109,02-01-2023,6.27.50 PM,117,18,Monday,1,2,January
260,109,02-01-2023,6.27.50 PM,113,18,Monday,1,2,January
261,109,02-01-2023,6.27.50 PM,119,18,Monday,1,2,January
262,110,02-01-2023,6.36.19 PM,107,18,Monday,1,2,January
263,110,02-01-2023,6.36.19 PM,111,18,Monday,1,2,January
264,110,02-01-2023,6.36.19 PM,121,18,Monday,1,2,January
265,110,02-01-2023,6.36.19 PM,122,18,Monday,1,2,January
266,111,02-01-2023,6.38.01 PM,102,18,Monday,1,2,January
267,111,02-01-2023,6.38.01 PM,124,18,Monday,1,2,January
268,111,02-01-2023,6.38.01 PM,113,18,Monday,1,2,January
269,111,02-01-2023,6.38.01 PM,130,18,Monday,1,2,January
270,112,02-01-2023,6.41.40 PM,113,18,Monday,1,2,January
271,113,02-01-2023,6.50.21 PM,102,18,Monday,1,2,January
272,113,02-01-2023,6.50.21 PM,129,18,Monday,1,2,January
273,113,02-01-2023,6.50.21 PM,105,18,Monday,1,2,January
274,114,02-01-2023,6.59.32 PM,113,18,Monday,1,2,January
275,114,02-01-2023,6.59.32 PM,120,18,Monday,1,2,January
276,115,02-01-2023,7.05.17 PM,107,19,Monday,1,2,January
277,115,02-01-2023,7.05.17 PM,111,19,Monday,1,2,January
278,115,02-01-2023,7.05.17 PM,106,19,Monday,1,2,January
279,116,02-01-2023,7.18.49 PM,124,19,Monday,1,2,January
280,117,02-01-2023,7.23.02 PM,118,19,Monday,1,2,January
281,117,02-01-2023,7.23.02 PM,120,19,Monday,1,2,January
282,118,02-01-2023,7.26.59 PM,119,19,Monday,1,2,January
283,118,02-01-2023,7.26.59 PM,131,19,Monday,1,2,January
284,119,02-01-2023,7.32.29 PM,125,19,Monday,1,2,January
285,120,02-01-2023,7.35.07 PM,108,19,Monday,1,2,January
286,120,02-01-2023,7.35.07 PM,109,19,Monday,1,2,January
287,120,02-01-2023,7.35.07 PM,131,19,Monday,1,2,January
288,121,02-01-2023,7.38.48 PM,101,19,Monday,1,2,January
289,121,02-01-2023,7.38.48 PM,125,19,Monday,1,2,January
290,121,02-01-2023,7.38.48 PM,120,19,Monday,1,2,January
291,121,02-01-2023,7.38.48 PM,105,19,Monday,1,2,January
292,122,02-01-2023,7.50.19 PM,117,19,Monday,1,2,January
293,123,02-01-2023,8.12.09 PM,110,20,Monday,1,2,January
294,124,02-01-2023,8.12.34 PM,101,20,Monday,1,2,January
295,124,02-01-2023,8.12.34 PM,120,20,Monday,1,2,January
296,124,02-01-2023,8.12.34 PM,122,20,Monday,1,2,January
297,124,02-01-2023,8.12.34 PM,114,20,Monday,1,2,January
298,125,02-01-2023,8.31.06 PM,NULL,20,Monday,1,2,January
299,126,02-01-2023,8.53.42 PM,132,20,Monday,1,2,January
300,127,02-01-2023,8.58.23 PM,113,20,Monday,1,2,January
301,128,02-01-2023,9.05.06 PM,122,21,Monday,1,2,January
302,129,02-01-2023,9.13.02 PM,107,21,Monday,1,2,January
303,129,02-01-2023,9.13.02 PM,114,21,Monday,1,2,January
304,130,02-01-2023,9.14.55 PM,109,21,Monday,1,2,January
305,130,02-01-2023,9.14.55 PM,110,21,Monday,1,2,January
306,130,02-01-2023,9.14.55 PM,129,21,Monday,1,2,January
307,130,02-01-2023,9.14.55 PM,105,21,Monday,1,2,January
308,131,02-01-2023,9.33.10 PM,104,21,Monday,1,2,January
309,131,02-01-2023,9.33.10 PM,124,21,Monday,1,2,January
310,131,02-01-2023,9.33.10 PM,126,21,Monday,1,2,January
311,131,02-01-2023,9.33.10 PM,123,21,Monday,1,2,January
312,132,02-01-2023,9.42.45 PM,113,21,Monday,1,2,January
313,133,02-01-2023,10.00.17 PM,101,22,Monday,1,2,January
314,133,02-01-2023,10.00.17 PM,109,22,Monday,1,2,January
315,133,02-01-2023,10.00.17 PM,114,22,Monday,1,2,January
316,134,02-01-2023,10.13.24 PM,107,22,Monday,1,2,January
317,134,02-01-2023,10.13.24 PM,105,22,Monday,1,2,January
318,134,02-01-2023,10.13.24 PM,123,22,Monday,1,2,January
319,135,02-01-2023,10.29.34 PM,132,22,Monday,1,2,January
320,136,02-01-2023,10.32.49 PM,124,22,Monday,1,2,January
321,136,02-01-2023,10.32.49 PM,118,22,Monday,1,2,January
322,137,03-01-2023,11.34.10 AM,128,11,Tuesday,1,3,January
323,137,03-01-2023,11.34.10 AM,113,11,Tuesday,1,3,January
324,137,03-01-2023,11.34.10 AM,122,11,Tuesday,1,3,January
325,138,03-01-2023,11.44.50 AM,102,11,Tuesday,1,3,January
326,138,03-01-2023,11.44.50 AM,125,11,Tuesday,1,3,January
327,138,03-01-2023,11.44.50 AM,127,11,Tuesday,1,3,January
328,138,03-01-2023,11.44.50 AM,120,11,Tuesday,1,3,January
329,139,03-01-2023,11.57.39 AM,124,11,Tuesday,1,3,January
330,140,03-01-2023,12.26.44 PM,119,12,Tuesday,1,3,January
331,140,03-01-2023,12.26.44 PM,132,12,Tuesday,1,3,January
332,141,03-01-2023,1.16.01 PM,108,13,Tuesday,1,3,January
333,142,03-01-2023,1.33.59 PM,126,13,Tuesday,1,3,January
334,143,03-01-2023,1.41.36 PM,102,13,Tuesday,1,3,January
335,143,03-01-2023,1.41.36 PM,108,13,Tuesday,1,3,January
336,143,03-01-2023,1.41.36 PM,109,13,Tuesday,1,3,January
337,143,03-01-2023,1.41.36 PM,129,13,Tuesday,1,3,January
338,143,03-01-2023,1.41.36 PM,113,13,Tuesday,1,3,January
339,143,03-01-2023,1.41.36 PM,119,13,Tuesday,1,3,January
340,143,03-01-2023,1.41.36 PM,106,13,Tuesday,1,3,January
341,143,03-01-2023,1.41.36 PM,132,13,Tuesday,1,3,January
342,144,03-01-2023,1.44.28 PM,101,13,Tuesday,1,3,January
343,144,03-01-2023,1.44.28 PM,107,13,Tuesday,1,3,January
344,144,03-01-2023,1.44.28 PM,102,13,Tuesday,1,3,January
345,144,03-01-2023,1.44.28 PM,104,13,Tuesday,1,3,January
346,144,03-01-2023,1.44.28 PM,124,13,Tuesday,1,3,January
347,144,03-01-2023,1.44.28 PM,125,13,Tuesday,1,3,January
348,144,03-01-2023,1.44.28 PM,112,13,Tuesday,1,3,January
349,144,03-01-2023,1.44.28 PM,105,13,Tuesday,1,3,January
350,144,03-01-2023,1.44.28 PM,105,13,Tuesday,1,3,January
351,144,03-01-2023,1.44.28 PM,122,13,Tuesday,1,3,January
352,144,03-01-2023,1.44.28 PM,106,13,Tuesday,1,3,January
353,144,03-01-2023,1.44.28 PM,132,13,Tuesday,1,3,January
354,145,03-01-2023,1.53.48 PM,114,13,Tuesday,1,3,January
355,146,03-01-2023,2.22.10 PM,102,14,Tuesday,1,3,January
356,146,03-01-2023,2.22.10 PM,125,14,Tuesday,1,3,January
357,146,03-01-2023,2.22.10 PM,109,14,Tuesday,1,3,January
358,147,03-01-2023,2.32.51 PM,NULL,14,Tuesday,1,3,January
359,148,03-01-2023,2.40.42 PM,128,14,Tuesday,1,3,January
360,149,03-01-2023,2.48.45 PM,131,14,Tuesday,1,3,January
361,150,03-01-2023,2.49.58 PM,113,14,Tuesday,1,3,January
362,151,03-01-2023,3.09.34 PM,105,15,Tuesday,1,3,January
363,151,03-01-2023,3.09.34 PM,123,15,Tuesday,1,3,January
364,152,03-01-2023,3.09.42 PM,109,15,Tuesday,1,3,January
365,152,03-01-2023,3.09.42 PM,131,15,Tuesday,1,3,January
366,152,03-01-2023,3.09.42 PM,106,15,Tuesday,1,3,January
367,152,03-01-2023,3.09.42 PM,114,15,Tuesday,1,3,January
368,153,03-01-2023,3.16.34 PM,129,15,Tuesday,1,3,January
369,154,03-01-2023,3.22.43 PM,119,15,Tuesday,1,3,January
370,155,03-01-2023,3.28.59 PM,104,15,Tuesday,1,3,January
371,155,03-01-2023,3.28.59 PM,111,15,Tuesday,1,3,January
372,155,03-01-2023,3.28.59 PM,113,15,Tuesday,1,3,January
373,155,03-01-2023,3.28.59 PM,118,15,Tuesday,1,3,January
374,156,03-01-2023,3.42.19 PM,111,15,Tuesday,1,3,January
375,156,03-01-2023,3.42.19 PM,106,15,Tuesday,1,3,January
376,157,03-01-2023,3.43.03 PM,117,15,Tuesday,1,3,January
377,157,03-01-2023,3.43.03 PM,128,15,Tuesday,1,3,January
378,157,03-01-2023,3.43.03 PM,120,15,Tuesday,1,3,January
379,157,03-01-2023,3.43.03 PM,130,15,Tuesday,1,3,January
380,158,03-01-2023,3.54.30 PM,127,15,Tuesday,1,3,January
381,158,03-01-2023,3.54.30 PM,106,15,Tuesday,1,3,January
382,159,03-01-2023,3.59.22 PM,125,15,Tuesday,1,3,January
383,159,03-01-2023,3.59.22 PM,106,15,Tuesday,1,3,January
384,160,03-01-2023,4.35.33 PM,108,16,Tuesday,1,3,January
385,161,03-01-2023,4.43.46 PM,109,16,Tuesday,1,3,January
386,161,03-01-2023,4.43.46 PM,122,16,Tuesday,1,3,January
387,161,03-01-2023,4.43.46 PM,NULL,16,Tuesday,1,3,January
388,162,03-01-2023,4.51.22 PM,107,16,Tuesday,1,3,January
389,163,03-01-2023,4.54.54 PM,109,16,Tuesday,1,3,January
390,163,03-01-2023,4.54.54 PM,113,16,Tuesday,1,3,January
391,163,03-01-2023,4.54.54 PM,114,16,Tuesday,1,3,January
392,164,03-01-2023,4.56.33 PM,102,16,Tuesday,1,3,January
393,164,03-01-2023,4.56.33 PM,113,16,Tuesday,1,3,January
394,165,03-01-2023,4.57.37 PM,119,16,Tuesday,1,3,January
395,166,03-01-2023,4.58.51 PM,119,16,Tuesday,1,3,January
396,167,03-01-2023,5.00.49 PM,101,17,Tuesday,1,3,January
397,167,03-01-2023,5.00.49 PM,117,17,Tuesday,1,3,January
398,167,03-01-2023,5.00.49 PM,113,17,Tuesday,1,3,January
399,168,03-01-2023,5.02.27 PM,107,17,Tuesday,1,3,January
